booking_id,venue_name,purpose,student_count,faculty_id,department,start_time,end_time,date,status,utilization_rate,satisfaction_score,is_peak_hour
BKG100479,Mechatronics - SEW EURODRIVE Centre for Drives and Automation,Lab,24,FAC5103,CSE,14:00,15:00,2026-05-21,Approved,0.92,5,0
BKG100480,Mechatronics - Sensor and Instrumentation Laboratory,Lab,19,FAC5092,IT,15:00,16:00,2026-05-31,Approved,0.53,3,0
BKG100481,Mechatronics - Sensor and Instrumentation Laboratory,Lab,19,FAC5107,EEE,10:00,11:00,2026-06-26,Approved,0.53,3,1
BKG100482,Mechatronics - Sensor and Instrumentation Laboratory,Lab,24,FAC5009,IT,15:00,16:00,2026-05-23,Approved,0.67,5,0
BKG100483,Mechatronics - Conference Room,Lab,2,FAC5011,ECE,12:00,15:00,2026-05-06,Approved,0.29,4,0
BKG100484,Mechatronics - Conference Room,Lab,6,FAC5086,EEE,12:00,14:00,2026-05-31,Approved,0.86,3,0
BKG100485,Mechatronics - Conference Room,Lab,3,FAC5047,ECE,12:00,14:00,2026-05-17,Approved,0.43,3,0
BKG100486,Mechatronics - Computer Center 49,Lab,25,FAC5125,AIDS,15:00,16:00,2026-05-27,Approved,0.83,5,0
BKG100487,Mechatronics - Computer Center 49,Lab,19,FAC5098,TEXTILE,10:00,11:00,2026-05-06,Approved,0.63,3,1
BKG100488,Mechatronics - Computer Center 49,Lab,22,FAC5086,MECH,10:00,12:00,2026-06-25,Approved,0.73,4,1
BKG100489,Process control laboratory,Lab,2,FAC5022,CIVIL,14:00,15:00,2026-07-04,Approved,0.12,3,0
BKG100490,Process control laboratory,Lab,2,FAC5133,MECH,15:00,17:00,2026-07-16,Approved,0.12,4,0
BKG100491,Process control laboratory,Lab,2,FAC5023,MECH,09:00,12:00,2026-07-15,Approved,0.12,5,1
BKG100492,PSKILL Lab 1,Lab,66,FAC5073,CIVIL,11:00,13:00,2026-06-05,Approved,1.0,3,1
BKG100493,PSKILL Lab 1,Lab,60,FAC5053,AIDS,15:00,18:00,2026-07-12,Approved,0.91,5,0
BKG100494,PSKILL Lab 1,Lab,61,FAC5110,TEXTILE,10:00,12:00,2026-07-10,Approved,0.92,4,1
BKG100495,PSKILL Lab 2,Lab,54,FAC5117,ECE,11:00,14:00,2026-05-19,Approved,0.82,4,1
BKG100496,PSKILL Lab 2,Lab,66,FAC5069,IT,10:00,11:00,2026-05-05,Approved,1.0,3,1
BKG100497,PSKILL Lab 2,Lab,58,FAC5010,CSE,12:00,14:00,2026-06-15,Approved,0.88,3,0
BKG100498,PSKILL Lab 3,Lab,55,FAC5058,EEE,12:00,15:00,2026-06-23,Approved,0.83,4,0
BKG100499,PSKILL Lab 3,Lab,62,FAC5017,ECE,14:00,16:00,2026-06-02,Approved,0.94,5,0
BKG100500,PSKILL Lab 3,Lab,61,FAC5114,AIDS,09:00,10:00,2026-05-19,Approved,0.92,3,1
BKG100501,Industrial instrumetation Laboratary,Lab,6,FAC5092,AIDS,11:00,13:00,2026-07-17,Approved,0.29,4,1
BKG100502,Industrial instrumetation Laboratary,Lab,9,FAC5023,EEE,15:00,16:00,2026-05-21,Approved,0.43,4,0
BKG100503,Industrial instrumetation Laboratary,Lab,14,FAC5001,CSE,09:00,10:00,2026-06-15,Approved,0.67,3,1
BKG100504,Electronics laboratary,Lab,41,FAC5052,ECE,10:00,13:00,2026-07-20,Approved,0.76,5,1
BKG100505,Electronics laboratary,Lab,49,FAC5002,TEXTILE,11:00,13:00,2026-06-02,Approved,0.91,3,1
BKG100506,Electronics laboratary,Lab,40,FAC5051,AIML,15:00,16:00,2026-05-18,Approved,0.74,4,0
BKG100507,Research laboratary,Lab,25,FAC5023,IT,12:00,13:00,2026-06-15,Approved,0.69,3,0
BKG100508,Research laboratary,Lab,32,FAC5044,TEXTILE,10:00,12:00,2026-06-04,Approved,0.89,4,1
BKG100509,Research laboratary,Lab,26,FAC5128,IT,15:00,16:00,2026-06-01,Approved,0.72,3,0
BKG100510,Power electronics laboratary,Lab,58,FAC5020,TEXTILE,09:00,10:00,2026-05-01,Approved,0.81,4,1
BKG100511,Power electronics laboratary,Lab,52,FAC5012,ECE,11:00,14:00,2026-06-28,Approved,0.72,4,1
BKG100512,Power electronics laboratary,Lab,61,FAC5081,ECE,15:00,17:00,2026-05-27,Approved,0.85,5,0
BKG100513,Advanced embedded system laboratary,Lab,67,FAC5049,AIML,09:00,10:00,2026-06-23,Approved,0.93,3,1
BKG100514,Advanced embedded system laboratary,Lab,68,FAC5113,EEE,10:00,13:00,2026-06-18,Approved,0.94,4,1
BKG100515,Advanced embedded system laboratary,Lab,62,FAC5084,IT,10:00,12:00,2026-07-07,Approved,0.86,5,1
BKG100516,EW 101,Class,59,FAC5096,MECH,14:00,17:00,2026-06-07,Approved,0.98,5,0
BKG100517,EW 101,Meeting,60,FAC5115,MECH,11:00,12:00,2026-06-22,Approved,1.0,4,1
BKG100518,EW 101,Meeting,44,FAC5106,MECH,14:00,15:00,2026-05-11,Approved,0.73,4,0
BKG100519,EW 102,Meeting,44,FAC5081,AIDS,09:00,12:00,2026-05-26,Approved,0.73,4,1
BKG100520,EW 102,Meeting,52,FAC5090,IT,15:00,16:00,2026-06-04,Approved,0.87,4,0
BKG100521,EW 102,Training,46,FAC5026,AIML,09:00,10:00,2026-06-17,Approved,0.77,3,1
BKG100522,EW 103,Meeting,50,FAC5131,AIDS,11:00,13:00,2026-04-28,Approved,0.83,3,1
BKG100523,EW 103,Meeting,49,FAC5099,CSE,09:00,11:00,2026-04-29,Approved,0.82,4,1
BKG100524,EW 103,Training,44,FAC5024,AIML,09:00,11:00,2026-06-26,Approved,0.73,5,1
BKG100525,EW 104,Training,56,FAC5128,CSE,10:00,11:00,2026-06-03,Approved,0.93,4,1
BKG100526,EW 104,Meeting,47,FAC5033,AIML,10:00,13:00,2026-05-28,Approved,0.78,5,1
BKG100527,EW 104,Training,54,FAC5051,MECH,15:00,18:00,2026-06-03,Approved,0.9,3,0
BKG100528,EW 105,Class,56,FAC5054,CSE,10:00,12:00,2026-06-04,Approved,0.93,3,1
BKG100529,EW 105,Meeting,51,FAC5071,TEXTILE,14:00,17:00,2026-05-12,Approved,0.85,3,0
BKG100530,EW 105,Class,59,FAC5069,IT,12:00,15:00,2026-05-09,Approved,0.98,5,0
BKG100531,EW 106,Class,59,FAC5129,TEXTILE,09:00,12:00,2026-05-25,Approved,0.98,5,1
BKG100532,EW 106,Meeting,51,FAC5076,AIDS,15:00,18:00,2026-07-08,Approved,0.85,3,0
BKG100533,EW 106,Class,45,FAC5078,AIML,09:00,10:00,2026-07-09,Approved,0.75,3,1
BKG100534,EW 201,Class,46,FAC5096,CSE,10:00,11:00,2026-07-13,Approved,0.77,4,1
BKG100535,EW 201,Class,47,FAC5050,MECH,11:00,13:00,2026-07-09,Approved,0.78,3,1
BKG100536,EW 201,Training,59,FAC5009,ECE,15:00,18:00,2026-07-07,Approved,0.98,4,0
BKG100537,EW 202,Meeting,52,FAC5022,AIDS,11:00,12:00,2026-06-09,Approved,0.87,5,1
BKG100538,EW 202,Meeting,45,FAC5113,AIML,10:00,12:00,2026-05-10,Approved,0.75,4,1
BKG100539,EW 202,Class,56,FAC5112,CSE,12:00,15:00,2026-05-02,Approved,0.93,5,0
BKG100540,EW 203,Meeting,55,FAC5106,CIVIL,12:00,14:00,2026-07-15,Approved,0.92,3,0
BKG100541,EW 203,Meeting,44,FAC5125,AIML,15:00,17:00,2026-05-16,Approved,0.73,3,0
BKG100542,EW 203,Class,51,FAC5128,ECE,14:00,15:00,2026-07-10,Approved,0.85,5,0
BKG100543,EW 204,Meeting,24,FAC5114,IT,10:00,13:00,2026-05-16,Approved,0.6,4,1
BKG100544,EW 204,Training,28,FAC5110,CIVIL,14:00,15:00,2026-06-20,Approved,0.7,4,0
BKG100545,EW 204,Training,32,FAC5134,ECE,11:00,13:00,2026-07-19,Approved,0.8,5,1
BKG100546,EW 205,Meeting,31,FAC5099,TEXTILE,14:00,15:00,2026-04-30,Approved,0.78,4,0
BKG100547,EW 205,Meeting,33,FAC5062,TEXTILE,12:00,14:00,2026-04-30,Approved,0.82,4,0
BKG100548,EW 205,Meeting,24,FAC5021,AIDS,11:00,13:00,2026-06-05,Approved,0.6,4,1
BKG100549,EW 206,Meeting,93,FAC5049,CIVIL,15:00,16:00,2026-06-29,Approved,0.93,4,0
BKG100550,EW 206,Training,98,FAC5071,MECH,14:00,15:00,2026-05-02,Approved,0.98,4,0
BKG100551,EW 206,Training,99,FAC5093,IT,11:00,12:00,2026-04-30,Approved,0.99,4,1
BKG100552,EW 107,Class,47,FAC5060,ECE,11:00,14:00,2026-07-17,Approved,0.78,5,1
BKG100553,EW 107,Class,46,FAC5026,TEXTILE,09:00,10:00,2026-05-25,Approved,0.77,3,1
BKG100554,EW 107,Meeting,44,FAC5047,ECE,15:00,16:00,2026-06-03,Approved,0.73,3,0
BKG100555,EW 108,Meeting,57,FAC5036,TEXTILE,11:00,12:00,2026-05-03,Approved,0.95,4,1
BKG100556,EW 108,Class,49,FAC5067,CIVIL,12:00,13:00,2026-05-31,Approved,0.82,4,0
BKG100557,EW 108,Training,47,FAC5051,IT,15:00,17:00,2026-06-06,Approved,0.78,5,0
BKG100558,EW 109,Training,44,FAC5082,IT,15:00,17:00,2026-05-21,Approved,0.73,3,0
BKG100559,EW 109,Meeting,59,FAC5097,CSE,09:00,11:00,2026-05-21,Approved,0.98,4,1
BKG100560,EW 109,Meeting,60,FAC5060,AIDS,09:00,12:00,2026-05-11,Approved,1.0,3,1
BKG100561,EW 111,Class,43,FAC5024,IT,11:00,13:00,2026-06-14,Approved,0.72,5,1
BKG100562,EW 111,Class,47,FAC5028,TEXTILE,11:00,14:00,2026-06-21,Approved,0.78,4,1
BKG100563,EW 111,Training,40,FAC5104,AIDS,12:00,14:00,2026-07-22,Approved,0.67,4,0
BKG100564,EW 112,Meeting,44,FAC5015,IT,12:00,13:00,2026-07-01,Approved,0.73,3,0
BKG100565,EW 112,Class,60,FAC5109,CIVIL,12:00,15:00,2026-07-21,Approved,1.0,5,0
BKG100566,EW 112,Training,60,FAC5075,AIDS,12:00,15:00,2026-05-18,Approved,1.0,4,0
BKG100567,EW 207,Training,41,FAC5088,ECE,12:00,13:00,2026-05-18,Approved,0.68,3,0
BKG100568,EW 207,Class,44,FAC5062,IT,10:00,11:00,2026-05-05,Approved,0.73,5,1
BKG100569,EW 207,Meeting,54,FAC5058,AIML,11:00,13:00,2026-05-28,Approved,0.9,3,1
BKG100570,EW 208,Class,49,FAC5081,TEXTILE,10:00,13:00,2026-05-17,Approved,0.82,5,1
BKG100571,EW 208,Meeting,55,FAC5026,CIVIL,14:00,15:00,2026-06-30,Approved,0.92,5,0
BKG100572,EW 208,Meeting,60,FAC5048,AIML,11:00,14:00,2026-06-15,Approved,1.0,4,1
BKG100573,EW 209,Training,42,FAC5065,EEE,11:00,12:00,2026-07-03,Approved,0.7,3,1
BKG100574,EW 209,Training,50,FAC5049,MECH,09:00,11:00,2026-05-14,Approved,0.83,4,1
BKG100575,EW 209,Meeting,53,FAC5111,TEXTILE,11:00,14:00,2026-05-02,Approved,0.88,3,1
BKG100576,EW 210,Training,24,FAC5080,ECE,09:00,10:00,2026-05-08,Approved,0.6,3,1
BKG100577,EW 210,Meeting,21,FAC5111,MECH,14:00,16:00,2026-05-09,Approved,0.53,4,0
BKG100578,EW 210,Meeting,31,FAC5005,CSE,11:00,13:00,2026-07-19,Approved,0.78,3,1
BKG100579,EW 211,Meeting,36,FAC5054,TEXTILE,10:00,11:00,2026-07-07,Approved,0.9,3,1
BKG100580,EW 211,Class,22,FAC5107,AIML,15:00,17:00,2026-05-02,Approved,0.55,4,0
BKG100581,EW 211,Training,28,FAC5056,ECE,14:00,16:00,2026-05-09,Approved,0.7,3,0
BKG100582,EW 212,Class,87,FAC5106,EEE,11:00,13:00,2026-07-19,Approved,0.87,4,1
BKG100583,EW 212,Class,84,FAC5104,ECE,12:00,14:00,2026-05-07,Approved,0.84,5,0
BKG100584,EW 212,Class,82,FAC5065,AIDS,09:00,12:00,2026-06-04,Approved,0.82,5,1
BKG100585,EW 113,Meeting,47,FAC5096,AIDS,10:00,12:00,2026-05-22,Approved,0.78,4,1
BKG100586,EW 113,Training,59,FAC5092,AIML,12:00,15:00,2026-07-06,Approved,0.98,5,0
BKG100587,EW 113,Meeting,44,FAC5110,IT,11:00,13:00,2026-05-19,Approved,0.73,5,1
BKG100588,EW 114,Meeting,58,FAC5054,ECE,09:00,12:00,2026-06-20,Approved,0.97,5,1
BKG100589,EW 114,Class,43,FAC5100,AIDS,09:00,12:00,2026-07-01,Approved,0.72,4,1
BKG100590,EW 114,Class,45,FAC5035,CIVIL,11:00,14:00,2026-05-01,Approved,0.75,3,1
BKG100591,EW 116,Training,51,FAC5063,ECE,10:00,13:00,2026-05-19,Approved,0.85,4,1
BKG100592,EW 116,Meeting,48,FAC5119,CIVIL,10:00,12:00,2026-05-08,Approved,0.8,5,1
BKG100593,EW 116,Class,48,FAC5113,MECH,14:00,17:00,2026-05-31,Approved,0.8,3,0
BKG100594,EW 117,Training,58,FAC5001,CIVIL,14:00,17:00,2026-06-23,Approved,0.97,5,0
BKG100595,EW 117,Meeting,44,FAC5133,AIML,09:00,11:00,2026-06-23,Approved,0.73,5,1
BKG100596,EW 117,Training,53,FAC5035,AIDS,10:00,11:00,2026-07-05,Approved,0.88,3,1
BKG100597,EW 118,Class,45,FAC5059,AIML,12:00,14:00,2026-07-12,Approved,0.75,3,0
BKG100598,EW 118,Training,48,FAC5091,CSE,10:00,11:00,2026-05-16,Approved,0.8,5,1
BKG100599,EW 118,Training,42,FAC5130,CSE,09:00,10:00,2026-07-12,Approved,0.7,3,1
BKG100600,EW 115,Class,50,FAC5054,CIVIL,10:00,13:00,2026-05-04,Approved,0.83,4,1
BKG100601,EW 115,Class,57,FAC5033,CIVIL,12:00,14:00,2026-05-27,Approved,0.95,4,0
BKG100602,EW 115,Meeting,45,FAC5064,IT,10:00,13:00,2026-05-25,Approved,0.75,5,1
BKG100603,EW 214,Class,49,FAC5044,AIDS,11:00,14:00,2026-05-13,Approved,0.82,5,1
BKG100604,EW 214,Training,60,FAC5057,ECE,15:00,17:00,2026-05-15,Approved,1.0,4,0
BKG100605,EW 214,Training,42,FAC5087,IT,09:00,12:00,2026-05-19,Approved,0.7,5,1
BKG100606,EW 215,Training,56,FAC5116,TEXTILE,11:00,14:00,2026-05-13,Approved,0.93,5,1
BKG100607,EW 215,Class,53,FAC5110,CSE,15:00,17:00,2026-05-23,Approved,0.88,4,0
BKG100608,EW 215,Meeting,50,FAC5092,TEXTILE,15:00,16:00,2026-06-30,Approved,0.83,4,0
BKG100609,EW 216,Class,34,FAC5023,CSE,11:00,13:00,2026-06-18,Approved,0.85,3,1
BKG100610,EW 216,Meeting,35,FAC5020,ECE,09:00,12:00,2026-07-06,Approved,0.88,3,1
BKG100611,EW 216,Class,25,FAC5083,CIVIL,11:00,13:00,2026-05-30,Approved,0.62,3,1
BKG100612,EW 217,Training,34,FAC5124,ECE,09:00,10:00,2026-05-19,Approved,0.85,5,1
BKG100613,EW 217,Class,37,FAC5088,EEE,14:00,15:00,2026-07-13,Approved,0.93,4,0
BKG100614,EW 217,Meeting,32,FAC5039,AIDS,09:00,11:00,2026-05-23,Approved,0.8,4,1
BKG100615,EW 218,Class,81,FAC5044,CSE,09:00,10:00,2026-05-15,Approved,0.81,4,1
BKG100616,EW 218,Class,83,FAC5009,AIDS,12:00,14:00,2026-05-25,Approved,0.83,5,0
BKG100617,EW 218,Class,95,FAC5121,IT,12:00,15:00,2026-06-29,Approved,0.95,5,0
BKG100618,EW 213,Class,47,FAC5090,TEXTILE,14:00,17:00,2026-07-01,Approved,0.78,5,0
BKG100619,EW 213,Training,40,FAC5075,CSE,12:00,15:00,2026-04-29,Approved,0.67,5,0
BKG100620,EW 213,Class,48,FAC5101,AIML,15:00,17:00,2026-05-20,Approved,0.8,3,0
BKG100621,Special lab Conference Hall 1,Conference,10,FAC5110,ECE,15:00,17:00,2026-07-21,Approved,1.0,4,0
BKG100622,Special lab Conference Hall 1,Seminar,10,FAC5109,CIVIL,09:00,11:00,2026-05-21,Approved,1.0,4,1
BKG100623,Special lab Conference Hall 1,Seminar,1,FAC5007,ECE,15:00,18:00,2026-07-06,Approved,0.1,3,0
BKG100624,Special lab Conference Hall 2,Seminar,2,FAC5035,ECE,11:00,13:00,2026-06-06,Approved,0.2,3,1
BKG100625,Special lab Conference Hall 2,Seminar,10,FAC5131,EEE,11:00,12:00,2026-05-27,Approved,1.0,3,1
BKG100626,Special lab Conference Hall 2,Conference,8,FAC5060,EEE,12:00,15:00,2026-05-13,Approved,0.8,3,0
BKG100627,TEXTILE SEMINAR HALL,Workshop,176,FAC5071,CIVIL,11:00,13:00,2026-07-04,Approved,0.98,3,1
BKG100628,TEXTILE SEMINAR HALL,Seminar,164,FAC5070,AIML,10:00,12:00,2026-05-13,Approved,0.91,5,1
BKG100629,TEXTILE SEMINAR HALL,Conference,167,FAC5027,EEE,11:00,12:00,2026-05-06,Approved,0.93,4,1
BKG100630,ECE SEMINAR HALL,Seminar,166,FAC5075,IT,15:00,17:00,2026-06-19,Approved,0.92,5,0
BKG100631,ECE SEMINAR HALL,Workshop,180,FAC5047,TEXTILE,14:00,15:00,2026-07-21,Approved,1.0,4,0
BKG100632,ECE SEMINAR HALL,Conference,165,FAC5134,TEXTILE,10:00,12:00,2026-06-07,Approved,0.92,5,1
BKG100633,CIVIL CONFERENCE HALL,Conference,20,FAC5046,CIVIL,14:00,17:00,2026-07-07,Approved,0.67,3,0
BKG100634,CIVIL CONFERENCE HALL,Conference,18,FAC5015,EEE,15:00,18:00,2026-07-04,Approved,0.6,3,0
BKG100635,CIVIL CONFERENCE HALL,Seminar,25,FAC5120,IT,11:00,12:00,2026-05-25,Approved,0.83,5,1
BKG100636,Full Stack lab,Lab,79,FAC5126,CIVIL,12:00,15:00,2026-07-01,Approved,0.93,4,0
BKG100637,Full Stack lab,Lab,83,FAC5112,MECH,12:00,15:00,2026-07-07,Approved,0.98,5,0
BKG100638,Full Stack lab,Lab,67,FAC5102,AIDS,09:00,10:00,2026-06-16,Approved,0.79,4,1
BKG100639,Data Science Lab,Lab,90,FAC5091,IT,11:00,13:00,2026-05-25,Approved,1.0,5,1
BKG100640,Data Science Lab,Lab,78,FAC5111,TEXTILE,14:00,15:00,2026-05-27,Approved,0.87,4,0
BKG100641,Data Science Lab,Lab,88,FAC5116,CSE,14:00,15:00,2026-06-02,Approved,0.98,3,0
BKG100642,IOT Lab,Lab,14,FAC5040,MECH,14:00,17:00,2026-07-11,Approved,0.47,3,0
BKG100643,IOT Lab,Lab,17,FAC5086,AIDS,12:00,13:00,2026-06-27,Approved,0.57,4,0
BKG100644,IOT Lab,Lab,25,FAC5020,AIDS,12:00,13:00,2026-07-10,Approved,0.83,5,0
BKG100645,HACKATHON LAB,Lab,59,FAC5017,CIVIL,14:00,15:00,2026-06-22,Approved,0.79,5,0
BKG100646,HACKATHON LAB,Lab,68,FAC5048,CSE,15:00,18:00,2026-06-19,Approved,0.91,4,0
BKG100647,HACKATHON LAB,Lab,59,FAC5071,TEXTILE,15:00,18:00,2026-07-21,Approved,0.79,3,0
BKG100648,DATA SCIENCE LAB 2,Lab,10,FAC5088,AIDS,12:00,14:00,2026-04-28,Approved,0.33,5,0
BKG100649,DATA SCIENCE LAB 2,Lab,14,FAC5050,AIDS,09:00,12:00,2026-06-29,Approved,0.47,5,1
BKG100650,DATA SCIENCE LAB 2,Lab,16,FAC5111,ECE,10:00,12:00,2026-04-28,Approved,0.53,5,1
BKG100651,AI Lab,Lab,8,FAC5125,ECE,12:00,15:00,2026-07-19,Approved,0.8,4,0
BKG100652,AI Lab,Lab,1,FAC5092,CIVIL,10:00,13:00,2026-06-02,Approved,0.1,4,1
BKG100653,AI Lab,Lab,1,FAC5026,AIDS,10:00,11:00,2026-06-19,Approved,0.1,3,1
BKG100654,Embeded Lab,Lab,94,FAC5061,ECE,15:00,18:00,2026-05-27,Approved,0.94,3,0
BKG100655,Embeded Lab,Lab,81,FAC5068,IT,12:00,15:00,2026-05-26,Approved,0.81,3,0
BKG100656,Embeded Lab,Lab,96,FAC5046,IT,12:00,15:00,2026-06-04,Approved,0.96,3,0
BKG100657,XR Studio,Lab,10,FAC5090,AIML,12:00,15:00,2026-05-30,Approved,0.5,5,0
BKG100658,XR Studio,Lab,4,FAC5077,IT,10:00,13:00,2026-05-14,Approved,0.2,5,1
BKG100659,XR Studio,Lab,14,FAC5068,AIML,10:00,11:00,2026-05-28,Approved,0.7,5,1
BKG100660,Smart AGRI,Lab,33,FAC5073,IT,15:00,18:00,2026-07-04,Approved,0.82,4,0
BKG100661,Smart AGRI,Lab,38,FAC5026,IT,15:00,16:00,2026-05-16,Approved,0.95,3,0
BKG100662,Smart AGRI,Lab,33,FAC5108,CIVIL,12:00,15:00,2026-07-06,Approved,0.82,5,0
BKG100663,Robotics and Automation Lab,Lab,21,FAC5129,EEE,15:00,16:00,2026-07-18,Approved,0.7,5,0
BKG100664,Robotics and Automation Lab,Lab,26,FAC5133,MECH,10:00,13:00,2026-06-20,Approved,0.87,5,1
BKG100665,Robotics and Automation Lab,Lab,15,FAC5068,MECH,10:00,12:00,2026-07-12,Approved,0.5,3,1
BKG100666,CPS LAB 1,Lab,28,FAC5054,CIVIL,10:00,12:00,2026-05-28,Approved,0.7,3,1
BKG100667,CPS LAB 1,Lab,31,FAC5005,ECE,14:00,17:00,2026-07-18,Approved,0.78,5,0
BKG100668,CPS LAB 1,Lab,40,FAC5101,EEE,11:00,13:00,2026-07-01,Approved,1.0,5,1
BKG100669,CPS LAB 2,Lab,26,FAC5135,TEXTILE,15:00,17:00,2026-06-03,Approved,0.65,4,0
BKG100670,CPS LAB 2,Lab,21,FAC5046,CIVIL,11:00,14:00,2026-07-09,Approved,0.53,4,1
BKG100671,CPS LAB 2,Lab,25,FAC5088,AIML,14:00,15:00,2026-05-03,Approved,0.62,5,0
BKG100672,Physics Lab 1,Lab,131,FAC5122,TEXTILE,09:00,12:00,2026-07-14,Approved,0.87,3,1
BKG100673,Physics Lab 1,Lab,147,FAC5037,AIML,10:00,11:00,2026-04-28,Approved,0.98,4,1
BKG100674,Physics Lab 1,Lab,149,FAC5065,ECE,09:00,10:00,2026-05-18,Approved,0.99,5,1
BKG100675,IOT Lab 1,Lab,36,FAC5095,IT,11:00,12:00,2026-05-09,Approved,0.8,3,1
BKG100676,IOT Lab 1,Lab,29,FAC5037,AIML,15:00,18:00,2026-06-29,Approved,0.64,5,0
BKG100677,IOT Lab 1,Lab,44,FAC5024,CIVIL,15:00,16:00,2026-06-14,Approved,0.98,5,0
BKG100678,IOT Lab 2,Lab,34,FAC5042,CSE,14:00,16:00,2026-06-19,Approved,0.76,3,0
BKG100679,IOT Lab 2,Lab,42,FAC5002,AIDS,09:00,10:00,2026-06-09,Approved,0.93,4,1
BKG100680,IOT Lab 2,Lab,26,FAC5055,AIML,11:00,13:00,2026-07-05,Approved,0.58,5,1
BKG100681,Physics Lab 2,Lab,94,FAC5078,ECE,12:00,14:00,2026-06-25,Approved,0.94,4,0
BKG100682,Physics Lab 2,Lab,89,FAC5084,MECH,11:00,12:00,2026-06-17,Approved,0.89,3,1
BKG100683,Physics Lab 2,Lab,97,FAC5042,CIVIL,09:00,12:00,2026-05-08,Approved,0.97,3,1
BKG100684,Chemistry Lab 1,Lab,85,FAC5094,CIVIL,12:00,15:00,2026-05-28,Approved,0.85,5,0
BKG100685,Chemistry Lab 1,Lab,89,FAC5072,ECE,12:00,14:00,2026-04-29,Approved,0.89,4,0
BKG100686,Chemistry Lab 1,Lab,92,FAC5099,CSE,11:00,14:00,2026-06-12,Approved,0.92,5,1
BKG100687,Chemistry Lab 2,Lab,87,FAC5007,EEE,10:00,12:00,2026-05-06,Approved,0.87,3,1
BKG100688,Chemistry Lab 2,Lab,92,FAC5022,AIML,11:00,14:00,2026-06-24,Approved,0.92,3,1
BKG100689,Chemistry Lab 2,Lab,96,FAC5085,CIVIL,09:00,10:00,2026-06-02,Approved,0.96,5,1
BKG100690,CPS LAB 3,Lab,34,FAC5078,TEXTILE,11:00,12:00,2026-06-20,Approved,0.87,5,1
BKG100691,CPS LAB 3,Lab,27,FAC5127,IT,14:00,15:00,2026-06-15,Approved,0.69,5,0
BKG100692,CPS LAB 3,Lab,28,FAC5053,CSE,14:00,17:00,2026-05-12,Approved,0.72,3,0
BKG100693,Analog Communication Lab,Lab,22,FAC5075,ECE,10:00,11:00,2026-07-13,Approved,0.61,3,1
BKG100694,Analog Communication Lab,Lab,32,FAC5100,CSE,15:00,17:00,2026-05-26,Approved,0.89,5,0
BKG100695,Analog Communication Lab,Lab,18,FAC5058,AIML,11:00,14:00,2026-07-09,Approved,0.5,5,1
BKG100696,Digital Communication Lab,Lab,23,FAC5076,AIDS,10:00,11:00,2026-06-01,Approved,0.64,3,1
BKG100697,Digital Communication Lab,Lab,28,FAC5109,EEE,12:00,15:00,2026-05-01,Approved,0.78,3,0
BKG100698,Digital Communication Lab,Lab,27,FAC5064,EEE,15:00,17:00,2026-06-19,Approved,0.75,4,0
BKG100699,Microwave Lab,Lab,44,FAC5070,TEXTILE,14:00,16:00,2026-05-14,Approved,0.92,4,0
BKG100700,Microwave Lab,Lab,33,FAC5110,TEXTILE,11:00,12:00,2026-04-29,Approved,0.69,5,1
BKG100701,Microwave Lab,Lab,32,FAC5092,CIVIL,10:00,11:00,2026-07-09,Approved,0.67,3,1
BKG100702,Network Lab,Lab,36,FAC5086,EEE,11:00,14:00,2026-04-29,Approved,0.68,4,1
BKG100703,Network Lab,Lab,49,FAC5010,AIDS,15:00,17:00,2026-07-12,Approved,0.92,4,0
BKG100704,Network Lab,Lab,49,FAC5017,CSE,09:00,11:00,2026-06-01,Approved,0.92,5,1
BKG100705,PG Communication Lab,Lab,19,FAC5025,ECE,12:00,14:00,2026-07-19,Approved,0.9,3,0
BKG100706,PG Communication Lab,Lab,15,FAC5116,TEXTILE,09:00,12:00,2026-07-04,Approved,0.71,4,1
BKG100707,PG Communication Lab,Lab,5,FAC5091,IT,14:00,16:00,2026-05-12,Approved,0.24,3,0
BKG100708,DSP Lab,Lab,31,FAC5006,CSE,10:00,11:00,2026-06-20,Approved,0.89,5,1
BKG100709,DSP Lab,Lab,29,FAC5024,TEXTILE,11:00,12:00,2026-05-28,Approved,0.83,4,1
BKG100710,DSP Lab,Lab,23,FAC5046,ECE,14:00,15:00,2026-05-08,Approved,0.66,4,0
BKG100711,VLSI Design,Lab,22,FAC5060,MECH,15:00,18:00,2026-07-08,Approved,0.55,3,0
BKG100712,VLSI Design,Lab,34,FAC5053,AIML,15:00,18:00,2026-07-19,Approved,0.85,4,0
BKG100713,VLSI Design,Lab,40,FAC5020,EEE,14:00,16:00,2026-06-03,Approved,1.0,5,0
BKG100714,Microcontroller Lab,Lab,10,FAC5004,CIVIL,14:00,17:00,2026-04-30,Approved,0.38,5,0
BKG100715,Microcontroller Lab,Lab,21,FAC5037,EEE,12:00,15:00,2026-07-06,Approved,0.81,4,0
BKG100716,Microcontroller Lab,Lab,18,FAC5080,EEE,11:00,12:00,2026-06-23,Approved,0.69,3,1
BKG100717,Digital Electronics Lab,Lab,40,FAC5035,TEXTILE,11:00,13:00,2026-06-24,Approved,0.83,4,1
BKG100718,Digital Electronics Lab,Lab,39,FAC5086,EEE,10:00,12:00,2026-07-15,Approved,0.81,5,1
BKG100719,Digital Electronics Lab,Lab,45,FAC5111,ECE,09:00,10:00,2026-05-05,Approved,0.94,5,1
